last_reported,num_docks_disabled,num_bikes_available,is_renting,station_status,station_id,is_returning,is_installed,num_bikes_disabled,num_ebikes_available,num_docks_available,year,month,day
1638334946,0,17,1,active,72,1,1,3,2,35,2021,12,1
